,nvplay_name,cricinfo_id,name
197,R Ashwin,26421.0,Ravichandran Ashwin
199,SC Williams,55870.0,Sean Williams
202,TL Chivanga,1059122.0,Tanaka Chivanga
203,AK Markram,600498.0,Aiden Markram
204,WP Masakadza,571703.0,Wellington Masakadza
205,DC Thomas,248920.0,Devon Thomas
208,Nasum Ahmed,348049.0,Nasum Ahmed
209,VM Nyauchi,453277.0,Victor Nyauchi
210,B Evans,696127.0,Brad Evans
211,J Masara,722313.0,John Masara
212,OC McCoy,906783.0,Obed McCoy
214,KS Williamson,277906.0,Kane Williamson
215,E Khan,40082.0,Ehsan Khan
216,Amjad Mahboob,554068.0,Amjad Mahboob
217,M Ghazanfar,633428.0,Mohammad Ghazanfar
218,Rohan Rangarajan,775015.0,Rohan Rangarajan
219,Aryaman Uchil,1048891.0,Aryaman Sunil
220,Rezza Gaznavi,307775.0,Rezza Gaznavi
221,Aritra Dutta,772311.0,Aritra Dutta
222,Surendran Chandramohan,1098903.0,Surendran Chandramohan
223,Manpreet Singh,1062606.0,Manpreet Singh
224,Avi Dixit,1048897.0,Avi Dixit
225,HM Arshad,1068983.0,Haroon Arshad
226,SS McKechnie,459752.0,Scott McKechnie
227,Janak Prakash,973799.0,Janak Prakash
228,Zeshan Ali,386302.0,Zeeshan Ali
229,Zeeshan Ali,386302.0,Zeeshan Ali
230,Ateeq Rehman,1199892.0,Ateeq Iqbal
231,Manpreet Singh,1156688.0,Manpreet Singh
232,KD Shah,401537.0,Kinchit Shah
233,Y Murtaza,233904.0,Yasim Murtaza
234,B Hayat,539304.0,Babar Hayat
235,N Khan,350629.0,Nizakat Khan
236,Zawar Farid,1196500.0,Zawar Farid
237,Ravija Sandaruwan,429809.0,Ravija Sandaruwan
238,Mohammed NM Aslam,359649.0,Mohammed Aslam
239,Sayed Monib,1217359.0,Sayed Monib
240,Yasin Patel,1328735.0,Yasin Patel
242,Ahmed Raza,245490.0,Ahmed Raza
243,Shiraz Khan,1192940.0,Shiraz Khan
244,Mohamed Shafeeq,1328736.0,Mohamed Shafeeq
245,Meet Bhavsar,1167770.0,Meet Bhavsar
246,Chirag Suri,534734.0,Chirag Suri
247,Usman Patel,1217288.0,Usman Patel
248,R Mustafa,307808.0,Rohan Mustafa
249,Adnan Idrees,307817.0,Adnan Idrees
250,Bilal Tahir,796255.0,Bilal Tahir
251,M Waseem,1241277.0,Muhammad Waseem
252,B Hameed,1209110.0,Basil Hameed
253,V Aravind,1178586.0,Vriitya Aravind
254,Edson D Silva,1284531.0,Edson Silva
255,Adwitya Bhargava,1329941.0,Adwitya Bhargava
256,VM Baskaran,1195245.0,Vinoth Baskaran
257,Sultan Ahmed,42876.0,Sultan Ahmed
258,Akshay Puri,1321991.0,Akshay Puri
259,Sultan Ahmed,873769.0,Sultan Ahmed
260,KP Meiyappan,1058987.0,Karthik Meiyappan
261,CP Rizwaan,474760.0,Chundangapoyil Rizwan
262,A Desai,1048907.0,Aman Desai
263,MJ Siddique,1203754.0,Junaid Siddique
264,Sabir Ali,1328438.0,Sabir Ali
265,Aryan Lakra,1058989.0,Aryan Lakra
266,Kashif Daud,229225.0,Kashif Daud
275,KL Rahul,422108.0,KL Rahul
286,MH Miraz,629063.0,Mehidy Hasan Miraz
287,A Shukla,1167779.0,Ayush Shukla
289,FA Malik,568136.0,Fareed Ahmad
299,MA Wood,351588.0,Mark Wood
300,OP Stone,457279.0,Olly Stone
301,Aayan A Khan,1241265.0,Aayan Afzal Khan
307,Deepak Chahar,447261.0,Deepak Chahar
308,Mohammed Siraj,940973.0,Mohammed Siraj
309,Umesh Yadav,376116.0,Umesh Yadav
310,RA Reifer,450101.0,Raymon Reifer
312,Y Cariah,431902.0,Yannic Cariah
314,MS Chapman,438563.0,Mark Chapman
315,TA Boult,277912.0,Trent Boult
317,BA Stokes,311158.0,Ben Stokes
319,M Swepson,590326.0,Mitchell Swepson
323,W Sundar,719715.0,Washington Sundar
