,player,Match,Date,cricinfo_id
359,Mohammad Akbar Ali,Comilla Victorians v Sylhet Strikers,09/01/2023,990147.0
360,H Rahman,Khulna Tigers v Chattogram Challengers,09/01/2023,1352980
361,U Khan,Khulna Tigers v Chattogram Challengers,09/01/2023,1123428
362,MP O'Dowd,Khulna Tigers v Chattogram Challengers,09/01/2023,643197
363,A Omarzai,Rangpur Riders v Fortune Barishal,10/01/2023,819429
364,Robiul Haque,Rangpur Riders v Fortune Barishal,10/01/2023,1123787.0
365,I Zadran,Rangpur Riders v Fortune Barishal,10/01/2023,921509
366,Mashrafe Mortaza,Sylhet Strikers v Dhaka Dominators,10/01/2023,56007.0
367,T Ahmed,Sylhet Strikers v Dhaka Dominators,10/01/2023,480603
368,Arafat Sunny,Sylhet Strikers v Dhaka Dominators,10/01/2023,56268.0
369,A Hossain,Sylhet Strikers v Dhaka Dominators,10/01/2023,
370,Kamrul Islam Rabbi,Fortune Barishal v Chattogram Challengers,13/01/2023,375724.0
371,Ziaur Rahman,Fortune Barishal v Chattogram Challengers,13/01/2023,1015399.0
372,Ziaur Rahman,Fortune Barishal v Chattogram Challengers,13/01/2023,56167.0
373,A Butt,Khulna Tigers v Rangpur Riders,13/01/2023,717373
374,N Ahmed,Khulna Tigers v Rangpur Riders,13/01/2023,348049
375,Saim Ayub,Khulna Tigers v Rangpur Riders,13/01/2023,1161031.0
376,S Hossain,Khulna Tigers v Rangpur Riders,13/01/2023,1161044
377,M Rizwan,Fortune Barishal v Comilla Victorians,14/01/2023,323389
378,Chadwick Walton,Fortune Barishal v Comilla Victorians,14/01/2023,315586.0
379,Nayeem Hasan,Fortune Barishal v Comilla Victorians,14/01/2023,932635.0
380,Mizanur Rahman,Dhaka Dominators v Chattogram Challengers,14/01/2023,329845.0
381,M Imran Randhawa,Dhaka Dominators v Chattogram Challengers,14/01/2023,
382,Amir Hamza,Dhaka Dominators v Chattogram Challengers,14/01/2023,402245.0
383,M Al Amin,Dhaka Dominators v Chattogram Challengers,14/01/2023,549947
384,Robin Das,Dhaka Dominators v Sylhet Strikers,16/01/2023,1149211.0
385,I Sukkur,Chattogram Challengers v Comilla Victorians,16/01/2023,400587
386,M Chowdhury,Chattogram Challengers v Comilla Victorians,16/01/2023,1012137
387,MR Hasan,Chattogram Challengers v Comilla Victorians,16/01/2023,878465
388,J Charles,Chattogram Challengers v Comilla Victorians,16/01/2023,333066.0
389,PMH Emon,Rangpur Riders v Khulna Tigers,17/01/2023,1139511
390,M Nawaz,Rangpur Riders v Khulna Tigers,17/01/2023,348148
391,Rakibul Hasan,Rangpur Riders v Khulna Tigers,17/01/2023,671889.0
392,Rakibul Hasan,Rangpur Riders v Khulna Tigers,17/01/2023,1012131.0
393,H Mahmud,Rangpur Riders v Khulna Tigers,17/01/2023,926629
394,Munim Shahriar,Rangpur Riders v Khulna Tigers,17/01/2023,549950.0
395,Mammudul Hasan Joy,Rangpur Riders v Khulna Tigers,17/01/2023,1161381
396,M Sharifullah,Sylhet Strikers v Comilla Victorians,17/01/2023,280735
397,Khawaja Nafay,Chattogram Challengers v Khulna Tigers,20/01/2023,1329699.0
398,Farhad Reza,Chattogram Challengers v Khulna Tigers,20/01/2023,55894.0
399,M Nihaduzzaman,Chattogram Challengers v Khulna Tigers,20/01/2023,629065
400,Saif Hassan,Dhaka Dominators v Fortune Barishal,20/01/2023,821749.0
401,Tawfique Khan,Rangpur Riders v Chattogram Challengers,23/01/2023,933173.0
402,V Viyaskanth,Rangpur Riders v Chattogram Challengers,23/01/2023,1153149.0
403,T Islam,Rangpur Riders v Chattogram Challengers,23/01/2023,401057
404,Mukhtar Ali,Comilla Victorians v Dhaka Dominators,23/01/2023,269332
405,M Wasim,Sylhet Strikers v Fortune Barishal,24/01/2023,1185538
406,Alex Blake,Dhaka Dominators v Khulna Tigers,24/01/2023,243944.0
407,S Irshad,Dhaka Dominators v Khulna Tigers,24/01/2023,781705
408,SD Hope,Dhaka Dominators v Khulna Tigers,24/01/2023,581379.0
409,Nahid Rana,Dhaka Dominators v Khulna Tigers,24/01/2023,1210511.0
410,Tanzim H Sakib,Sylhet Strikers v Rangpur Riders,27/01/2023,1139520
411,Mohammad Amir,Sylhet Strikers v Rangpur Riders,27/01/2023,290948.0
412,Rejaur Rahman Raja,Sylhet Strikers v Rangpur Riders,27/01/2023,1163488.0
413,Mehedi Hasan Maruf,Chattogram Challengers v Fortune Barishal,27/01/2023,228210
414,C Campher,Chattogram Challengers v Fortune Barishal,27/01/2023,595921.0
415,Salman Hossain Emon,Chattogram Challengers v Fortune Barishal,27/01/2023,537613
416,A Balbirnie,Comilla Victorians v Khulna Tigers,28/01/2023,303423.0
417,RP Burl,Chattogram Challengers v Sylhet Strikers,28/01/2023,495964.0
418,M Deyal,Sylhet Strikers v Khulna Tigers,30/01/2023,848623.0
419,Abdullah A Mamun,Fortune Barishal v Dhaka Dominators,31/01/2023,1277007
420,Fazle Mahmud,Fortune Barishal v Khulna Tigers,03/02/2023,55893.0
421,H Murad,Fortune Barishal v Khulna Tigers,03/02/2023,990161
422,M Shoriful Islam,Dhaka Dominators v Rangpur Riders,03/02/2023,990039
423,Zahiduzzaman,Chattogram Challengers v Dhaka Dominators,07/02/2023,937535.0
424,JubairHossain,Chattogram Challengers v Dhaka Dominators,07/02/2023,629066
425,K Ahmed,Comilla Victorians v Fortune Barishal,07/02/2023,927619
426,EC Hossain,Comilla Victorians v Fortune Barishal,07/02/2023,932355
427,Gulbadin Naib,Khulna Tigers v Sylhet Strikers,08/02/2023,352048.0
428,R Gurbaz,Chattogram Challengers v Rangpur Riders,08/02/2023,974087
429,Ripon M Mondol,Comilla Victorians v Rangpur Riders,10/02/2023,1276980
430,NM Ul-Haq,Comilla Victorians v Rangpur Riders,10/02/2023,793447
431,Andre Fletcher,Fortune Barishal v Rangpur Riders,12/02/2023,51862.0
432,PBB Rajapaksa,Fortune Barishal v Rangpur Riders,12/02/2023,342619.0
433,N Pooran,Fortune Barishal v Rangpur Riders,12/02/2023,604302.0
434,MD Shanaka,Fortune Barishal v Rangpur Riders,12/02/2023,437316.0
435,Shafiqullah Ghafari,Sylhet Strikers v Comilla Victorians,12/02/2023,1176738.0
436,GF Linde,Sylhet Strikers v Comilla Victorians,12/02/2023,481875.0
437,I Udana,Sylhet Strikers v Comilla Victorians,12/02/2023,328026.0
438,Rubel Hossain,Sylhet Strikers v Comilla Victorians,12/02/2023,300619.0
439,WIA Fernando,Jaffna Kings v Galle Gladiators,06/12/2022,784369.0
440,DM de Silva,Jaffna Kings v Galle Gladiators,06/12/2022,465793.0
441,NLTC Perera,Jaffna Kings v Galle Gladiators,06/12/2022,233514.0
442,Dunith Wellalage,Jaffna Kings v Galle Gladiators,06/12/2022,1152427.0
443,MM Theekshana,Jaffna Kings v Galle Gladiators,06/12/2022,1138316
444,B Fernando,Jaffna Kings v Galle Gladiators,06/12/2022,629080.0
445,MNK Fernando,Jaffna Kings v Galle Gladiators,06/12/2022,1074333.0
446,BKG Mendis,Jaffna Kings v Galle Gladiators,06/12/2022,629074.0
447,MH Subasingha,Jaffna Kings v Galle Gladiators,06/12/2022,1210287
448,Shammu Ashan,Jaffna Kings v Galle Gladiators,06/12/2022,786645
449,DH Pulina Tharanga,Jaffna Kings v Galle Gladiators,06/12/2022,508964
450,N Pradeep,Jaffna Kings v Galle Gladiators,06/12/2022,324358.0
451,Nuwan Thushara,Jaffna Kings v Galle Gladiators,06/12/2022,955235.0
452,PN Nissanka Silva,Colombo Strikers v Kandy Falcons,06/12/2022,1028655
453,CR Brathwaite,Colombo Strikers v Kandy Falcons,06/12/2022,457249.0
454,Niroshan Dickwella,Colombo Strikers v Kandy Falcons,06/12/2022,429754.0
455,AD Mathews,Colombo Strikers v Kandy Falcons,06/12/2022,49764.0
456,KIC Asalanka,Colombo Strikers v Kandy Falcons,06/12/2022,784367.0
457,LD Chandimal,Colombo Strikers v Kandy Falcons,06/12/2022,300628.0
458,S Prasanna,Colombo Strikers v Kandy Falcons,06/12/2022,268740.0
459,Dominic Drakes,Colombo Strikers v Kandy Falcons,06/12/2022,906749.0
460,KMA Paul,Colombo Strikers v Kandy Falcons,06/12/2022,677081.0
461,Muditha Lakshan,Colombo Strikers v Kandy Falcons,06/12/2022,985497.0
462,Suranga Lakmal,Colombo Strikers v Kandy Falcons,06/12/2022,49619.0
463,Shevon Daniel,Dambulla Aura v Jaffna Kings,07/12/2022,1194744.0
464,WRT Mendis,Dambulla Aura v Jaffna Kings,07/12/2022,629084
465,Lahiru Madushanka,Dambulla Aura v Jaffna Kings,07/12/2022,428366.0
466,N Ahmed Lakanwal,Dambulla Aura v Jaffna Kings,07/12/2022,
467,L Kumara,Dambulla Aura v Jaffna Kings,07/12/2022,784375
468,WSR Samarawickrama,Dambulla Aura v Jaffna Kings,07/12/2022,629076
469,Ashan Randika,Dambulla Aura v Jaffna Kings,07/12/2022,1082298.0
470,PM Dabare,Galle Gladiators v Kandy Falcons,07/12/2022,
471,PHKD Mendis,Galle Gladiators v Kandy Falcons,07/12/2022,784373.0
472,KNA Bandara,Galle Gladiators v Kandy Falcons,07/12/2022,958691.0
473,FA Allen,Galle Gladiators v Kandy Falcons,07/12/2022,670013.0
474,PW Hasaranga,Galle Gladiators v Kandy Falcons,07/12/2022,784379
475,Navod Paranavithana,Dambulla Aura v Colombo Strikers,08/12/2022,1152410.0
476,JDF Vandersay,Dambulla Aura v Colombo Strikers,08/12/2022,370040.0
477,KT Hasanka Ratnayake,Dambulla Aura v Colombo Strikers,08/12/2022,950405
478,C Karunaratne,Kandy Falcons v Jaffna Kings,10/12/2022,623695.0
479,Lahiru Udara,Colombo Strikers v Galle Gladiators,11/12/2022,704693.0
480,RS Fernando,Jaffna Kings v Dambulla Aura,11/12/2022,1217156.0
481,MADI Hemantha,Jaffna Kings v Dambulla Aura,11/12/2022,721041.0
482,PL Madushan,Jaffna Kings v Dambulla Aura,11/12/2022,826689
483,Ashan Priyanjan,Kandy Falcons v Galle Gladiators,12/12/2022,233802.0
484,KNF Madushka,Colombo Strikers v Jaffna Kings,12/12/2022,1126045
485,K Rajitha,Colombo Strikers v Jaffna Kings,12/12/2022,499594
486,N Zadran,Dambulla Aura v Kandy Falcons,13/12/2022,524049
487,Lasith Croospulle,Dambulla Aura v Kandy Falcons,13/12/2022,1027867.0
488,Asad Shafiq,Galle Gladiators v Colombo Strikers,13/12/2022,316397.0
489,Anwar Ali,Galle Gladiators v Colombo Strikers,13/12/2022,232491.0
490,Dilshan Madushanka,Jaffna Kings v Kandy Falcons,14/12/2022,793007.0
491,L Sandakan,Dambulla Aura v Galle Gladiators,17/12/2022,429738
492,M Bhanuka,Kandy Falcons v Colombo Strikers,17/12/2022,629075.0
493,Kavin Bandara,Kandy Falcons v Dambulla Aura,18/12/2022,786639
494,MMA Chamindu Wijesinghe,Kandy Falcons v Dambulla Aura,18/12/2022,1162378
495,M Forde,Kandy Falcons v Dambulla Aura,18/12/2022,1209190
496,Dilum Sudeera,Kandy Falcons v Dambulla Aura,18/12/2022,792615.0
497,Kalana Perera,Kandy Falcons v Dambulla Aura,18/12/2022,1152432.0
498,Dhananjaya Lakshan,Jaffna Kings v Colombo Strikers,19/12/2022,792519.0
499,Oshada Fernando,Galle Gladiators v Dambulla Aura,19/12/2022,366725.0
500,Nimesh Vimukthi,Galle Gladiators v Dambulla Aura,19/12/2022,1070154.0
501,Nipun Malinga,Galle Gladiators v Dambulla Aura,19/12/2022,1057696.0
502,Chamidu Wickramasinghe,Galle Gladiators v Dambulla Aura,19/12/2022,1186658
503,Sachitha Jayatilake,Galle Gladiators v Dambulla Aura,19/12/2022,727399.0
504,Sahan Arachchige,Colombo Strikers v Galle Gladiators,21/12/2022,693975.0
505,Priyamal Perera,Jaffna Kings v Colombo Strikers,30/07/2023,653033.0
506,BM Azam,Jaffna Kings v Colombo Strikers,30/07/2023,348144
507,Yashodha Lanka,Jaffna Kings v Colombo Strikers,30/07/2023,429947.0
508,N Shah,Jaffna Kings v Colombo Strikers,30/07/2023,303809.0
509,M Pathirana,Jaffna Kings v Colombo Strikers,30/07/2023,1194795.0
510,TL Seifert,Galle Titans v Dambulla Aura,31/07/2023,625964.0
511,L Samarakoon,Galle Titans v Dambulla Aura,31/07/2023,924551
512,MDKJ Perera,Galle Titans v Dambulla Aura,31/07/2023,300631.0
513,A Ross,Galle Titans v Dambulla Aura,31/07/2023,333624
514,H Kerr,Galle Titans v Dambulla Aura,31/07/2023,1163855.0
515,S Ahmed,Colombo Strikers v B-Love Kandy,31/07/2023,
516,A Jamal,Colombo Strikers v B-Love Kandy,31/07/2023,793441
517,Hardus Viljoen,Jaffna Kings v Dambulla Aura,01/08/2023,375126.0
518,A Ali,Galle Titans v B-Love Kandy,01/08/2023,
519,M Ur Rahman,Galle Titans v B-Love Kandy,01/08/2023,
520,F Zaman,Dambulla Aura v B-Love Kandy,04/08/2023,512191
521,Akila Dananjaya,Galle Titans v Jaffna Kings,04/08/2023,574178.0
522,T Shamsi,Galle Titans v Jaffna Kings,04/08/2023,379145.0
523,R Ngarava,Galle Titans v Jaffna Kings,04/08/2023,806241.0
524,N Burger,Jaffna Kings v B-Love Kandy,05/08/2023,971349.0
525,JKV Liyanage,Dambulla Aura v Jaffna Kings,07/08/2023,681681
526,CJ Bowes,Galle Titans v Dambulla Aura,11/08/2023,379890.0
527,Sohan de Livera,Galle Titans v Dambulla Aura,11/08/2023,1214967.0
528,C Lynn,B-Love Kandy v Jaffna Kings,12/08/2023,326637
529,AK Perera,Dambulla Aura v Colombo Strikers,12/08/2023,300629.0
530,DAS Gunaratne,Jaffna Kings v Galle Titans,13/08/2023,360456.0
531,Nipun Dhananjaya,Colombo Strikers v B-Love Kandy,13/08/2023,1126082.0
532,Lakshan Edirisinghe,B-Love Kandy v Dambulla Aura,14/08/2023,596303.0
533,Nuwan Pradeep,B-Love Kandy v Dambulla Aura,14/08/2023,324358.0
534,Sonal Dinusha,Galle Titans v B-Love Kandy,19/08/2023,1153148.0
535,Luis Reece,Derbyshire v Lancashire,20/05/2023,347661.0
536,Anuj Dal,Derbyshire v Lancashire,20/05/2023,644045.0
537,Aneurin Thomas Donald,Derbyshire v Lancashire,20/05/2023,562281
538,Matthew McKiernan,Derbyshire v Lancashire,20/05/2023,570241
539,G Bell,Derbyshire v Lancashire,20/05/2023,1260229
540,SJ Croft,Derbyshire v Lancashire,20/05/2023,11745.0
541,C de Grandhomme,Derbyshire v Lancashire,20/05/2023,55395.0
542,RP Jones,Derbyshire v Lancashire,20/05/2023,632173.0
543,Robert Yates,Warwickshire v Yorkshire,20/05/2023,38935.0
544,S Masood,Warwickshire v Yorkshire,20/05/2023,233901
545,WAR Fraine,Warwickshire v Yorkshire,20/05/2023,870785.0
546,Matthew Revis,Warwickshire v Yorkshire,20/05/2023,1150021.0
547,Benjamin Mike,Warwickshire v Yorkshire,20/05/2023,1093092
548,Dominic Bess,Warwickshire v Yorkshire,20/05/2023,
549,Jafer Chohan,Warwickshire v Yorkshire,20/05/2023,1152986.0
550,Dominic Leech,Warwickshire v Yorkshire,20/05/2023,1146769.0
551,MG Bracewell,Worcestershire v Northamptonshire,24/05/2023,326968.0
552,Adam Hose,Worcestershire v Northamptonshire,24/05/2023,525992.0
553,Kashif Ali,Worcestershire v Northamptonshire,24/05/2023,1095900.0
554,Ben Cox,Worcestershire v Northamptonshire,24/05/2023,417514.0
555,Ed Pollock,Worcestershire v Northamptonshire,24/05/2023,760015.0
556,Adam Finch,Worcestershire v Northamptonshire,24/05/2023,1026317.0
557,MT Stanley,Worcestershire v Northamptonshire,24/05/2023,1145534.0
558,Ricardo Vasconcelos,Worcestershire v Northamptonshire,24/05/2023,696241.0
559,Lewis McManus,Worcestershire v Northamptonshire,24/05/2023,521170.0
560,Rob Keogh,Worcestershire v Northamptonshire,24/05/2023,408413.0
561,Tom Taylor,Worcestershire v Northamptonshire,24/05/2023,519544.0
562,J Sales,Worcestershire v Northamptonshire,24/05/2023,1259996
563,AJ Tye,Worcestershire v Northamptonshire,24/05/2023,459508.0
564,T Prest,Hampshire v Somerset,24/05/2023,
565,Toby Albert,Hampshire v Somerset,24/05/2023,1260388.0
566,SW Currie,Hampshire v Somerset,24/05/2023,1104697.0
567,Nick Welch,Lancashire v Leicestershire,25/05/2023,696145.0
568,Arron Lilley,Lancashire v Leicestershire,25/05/2023,520551.0
569,PWA Mulder,Lancashire v Leicestershire,25/05/2023,698189.0
570,Rishi Patel,Lancashire v Leicestershire,25/05/2023,857653.0
571,Harry Swindells,Lancashire v Leicestershire,25/05/2023,882319.0
572,Will Davis,Lancashire v Leicestershire,25/05/2023,641801.0
573,Jordan Clark,Surrey v Middlesex,25/05/2023,301648.0
574,Joe Cracknell,Surrey v Middlesex,25/05/2023,1107568.0
575,PJ Malan,Surrey v Middlesex,25/05/2023,277390.0
576,Luke Hollman,Surrey v Middlesex,25/05/2023,1096123.0
577,Martin Andersson,Surrey v Middlesex,25/05/2023,641385.0
578,Nathan Fernandes,Surrey v Middlesex,25/05/2023,1260075.0
579,Blake Cullen,Surrey v Middlesex,25/05/2023,1111984.0
580,JA Tattersall,Yorkshire v Worcestershire,26/05/2023,517247.0
581,Graeme White,Northamptonshire v Durham,26/05/2023,23513.0
582,Graham Clark,Northamptonshire v Durham,26/05/2023,470501.0
583,A Lees,Northamptonshire v Durham,26/05/2023,460756
584,Grant Roelofsen,Gloucestershire v Glamorgan,26/05/2023,699723.0
585,Chris Dent,Gloucestershire v Glamorgan,26/05/2023,302269.0
586,O Price,Gloucestershire v Glamorgan,26/05/2023,1153276
587,Jack Taylor,Gloucestershire v Glamorgan,26/05/2023,297602.0
588,Ben Charlesworth,Gloucestershire v Glamorgan,26/05/2023,998369.0
589,Graeme van Buuren,Gloucestershire v Glamorgan,26/05/2023,381002.0
590,Zafar Gohar Khan,Gloucestershire v Glamorgan,26/05/2023,348154.0
591,Matt Taylor,Gloucestershire v Glamorgan,26/05/2023,511247.0
592,Matt Taylor,Gloucestershire v Glamorgan,26/05/2023,547739.0
593,Eddie Byrom,Gloucestershire v Glamorgan,26/05/2023,596371.0
594,Sam Northeast,Gloucestershire v Glamorgan,26/05/2023,246005.0
595,Kiran Carlson,Gloucestershire v Glamorgan,26/05/2023,737833.0
596,Colin Ingram,Gloucestershire v Glamorgan,26/05/2023,45705.0
597,Chris Cooke,Gloucestershire v Glamorgan,26/05/2023,386774.0
598,Dan Douthwaite,Gloucestershire v Glamorgan,26/05/2023,885181.0
599,T van der Gugten,Gloucestershire v Glamorgan,26/05/2023,333782.0
600,Prem Sisodiya,Gloucestershire v Glamorgan,26/05/2023,1094992.0
601,RAJ Smith,Gloucestershire v Glamorgan,26/05/2023,458897.0
602,Matthew Montgomery,Derbyshire v Nottinghamshire,26/05/2023,596062.0
603,Steven Mullaney,Derbyshire v Nottinghamshire,26/05/2023,17986.0
604,Lyndon James,Derbyshire v Nottinghamshire,26/05/2023,1046871.0
605,JL Denly,Surrey v Kent,26/05/2023,12454.0
606,Jack Leaning,Surrey v Kent,26/05/2023,517249.0
607,Joey Evison,Surrey v Kent,26/05/2023,1115852.0
608,Grant Stewart,Surrey v Kent,26/05/2023,1098186.0
609,Tom Clark,Sussex v Somerset,26/05/2023,1107572.0
610,Tom Alsop,Sussex v Somerset,26/05/2023,602155.0
611,Alistair Orr,Sussex v Somerset,26/05/2023,1260069
612,Michael Burgess,Sussex v Somerset,26/05/2023,517549.0
613,Nathan McAndrew,Sussex v Somerset,26/05/2023,785323.0
614,J Coles,Sussex v Somerset,26/05/2023,1231590
615,Fynn HudsonPrentice,Sussex v Somerset,26/05/2023,571102
616,MA Jones,Durham v Yorkshire,28/05/2023,1093091.0
617,Ollie Robinson,Durham v Yorkshire,28/05/2023,893955.0
618,Ollie Robinson,Durham v Yorkshire,28/05/2023,527776.0
619,CT Steel,Surrey v Sussex,28/05/2023,633301.0
620,Billy Root,Glamorgan v Somerset,28/05/2023,425692.0
621,Jamie McIlroy,Glamorgan v Somerset,28/05/2023,741831.0
622,JJ Bohannon,Lancashire v Warwickshire,29/05/2023,747067.0
623,S Mahmood,Lancashire v Warwickshire,29/05/2023,643885.0
624,M de Lange,Gloucestershire v Middlesex,29/05/2023,393279.0
625,Tom Smith,Gloucestershire v Middlesex,29/05/2023,243945.0
626,Tom Smith,Gloucestershire v Middlesex,29/05/2023,21447.0
627,Tom Smith,Gloucestershire v Middlesex,29/05/2023,1282218.0
628,B Guest,Derbyshire v Northamptonshire,29/05/2023,959825
629,B de Leede,Durham v Nottinghamshire,29/05/2023,877473.0
630,L Doneathy,Durham v Nottinghamshire,29/05/2023,1150572.0
631,L Trevaskis,Durham v Nottinghamshire,29/05/2023,914623.0
632,James Bracey,Gloucestershire v Essex,30/05/2023,747031.0
633,DJ Lamb,Gloucestershire v Essex,30/05/2023,637151.0
634,Feroze Khushi,Gloucestershire v Essex,30/05/2023,866505.0
635,Tom Westley,Gloucestershire v Essex,30/05/2023,214265.0
636,S Harmer,Gloucestershire v Essex,30/05/2023,432960
637,W Luxton,Yorkshire v Nottinghamshire,30/05/2023,1263698.0
638,Jack Davies,Glamorgan v Middlesex,31/05/2023,1095879.0
639,EG Barnard,Warwickshire v Northamptonshire,31/05/2023,578769.0
640,TA Wood,Derbyshire v Leicestershire,01/06/2023,566805.0
641,Tom Bailey,Yorkshire v Lancashire,01/06/2023,473193.0
642,OJ Carter,Essex v Sussex,01/06/2023,1145103.0
643,HT Crocombe,Essex v Sussex,01/06/2023,1143809.0
644,TS Roland-Jones,Middlesex v Somerset,02/06/2023,370535.0
645,MJ Santner,Worcestershire v Nottinghamshire,02/06/2023,502714.0
646,Conor McKerr,Worcestershire v Nottinghamshire,02/06/2023,807545.0
647,LJ Hill,Leicestershire v Northamptonshire,02/06/2023,459754.0
648,LP James Kimber,Leicestershire v Northamptonshire,02/06/2023,868843
649,EN Gay,Leicestershire v Northamptonshire,02/06/2023,1148593.0
650,AS Singh Nijjar,Hampshire v Essex,02/06/2023,637163
651,SJ Cook,Hampshire v Essex,02/06/2023,44465.0
652,SJ Cook,Hampshire v Essex,02/06/2023,10799.0
653,SJ Cook,Hampshire v Essex,02/06/2023,772061.0
654,TJ Haines,Sussex v Hampshire,03/06/2023,737871.0
655,Danial Ibrahim,Sussex v Hampshire,03/06/2023,1260070.0
656,A Karvelas,Sussex v Hampshire,03/06/2023,1115860.0
657,MRJ Watt,Derbyshire v Yorkshire,04/06/2023,659081.0
658,Joshua De Caires,Middlesex v Gloucestershire,04/06/2023,1115195.0
659,SR Dickson,Somerset v Essex,04/06/2023,688141.0
660,MJ Henry,Somerset v Essex,04/06/2023,506612.0
661,Peter Siddle,Somerset v Essex,04/06/2023,7898.0
662,S Snater,Somerset v Essex,04/06/2023,696143.0
663,Benjamin Allison,Somerset v Essex,04/06/2023,1098405
664,JM Blatherwick,Lancashire v Nottinghamshire,04/06/2023,1009835.0
665,JH Wharton,Yorkshire v Leicestershire,06/06/2023,1147613.0
666,MG Anthony Finan,Yorkshire v Leicestershire,06/06/2023,
667,JO Hull,Yorkshire v Leicestershire,06/06/2023,1330163
668,D Pennington,Lancashire v Worcestershire,07/06/2023,1094569
669,William Buttleman,Kent v Essex,07/06/2023,1095899.0
670,BD Glover,Nottinghamshire v Durham,08/06/2023,595419.0
671,FJ Heldreich,Warwickshire v Northamptonshire,09/06/2023,1148589.0
672,B Wells,Gloucestershire v Somerset,09/06/2023,1149723
673,JS Rymell,Essex v Glamorgan,09/06/2023,1120259.0
674,Zain Ul-Hassan,Essex v Glamorgan,09/06/2023,1098178
675,Harrison Ward,Sussex v Hampshire,16/06/2023,901657.0
676,John Turner,Sussex v Hampshire,16/06/2023,1261866.0
677,WEL Buttleman,Glamorgan v Essex,16/06/2023,1095899.0
678,Dane Vilas,Northamptonshire v Lancashire,16/06/2023,262456.0
679,J Broad,Northamptonshire v Lancashire,16/06/2023,948595.0
680,BW Sanderson,Northamptonshire v Lancashire,16/06/2023,297482.0
681,Tom Lawes,Surrey v Somerset,16/06/2023,1264775.0
682,JH Davey,Surrey v Somerset,16/06/2023,407265.0
683,P Coughlin,Durham v Derbyshire,16/06/2023,517542.0
684,Harry RC Came,Durham v Derbyshire,16/06/2023,1042145
685,T Price,Gloucestershire v Kent,17/06/2023,905969
686,AG Salter,Glamorgan v Gloucestershire,18/06/2023,458895.0
687,Zaman Akhter,Glamorgan v Gloucestershire,18/06/2023,1141032.0
688,PSP Handscomb,Leicestershire v Worcestershire,18/06/2023,334337.0
689,TA R Scriven,Leicestershire v Worcestershire,18/06/2023,906053
690,ME Thomas Salisbury,Leicestershire v Worcestershire,18/06/2023,524843
691,WT Smale,Surrey v Glamorgan,20/06/2023,1158596.0
692,CD Fletcher,Surrey v Glamorgan,20/06/2023,547764.0
693,Andrew Gorvin,Surrey v Glamorgan,20/06/2023,737377
694,Haseeb Hameed,Nottinghamshire v Worcestershire,22/06/2023,632172.0
695,AT Thomson,Lancashire v Derbyshire,23/06/2023,645319.0
696,J Shaw,Gloucestershire v Somerset,23/06/2023,21285.0
697,J Shaw,Gloucestershire v Somerset,23/06/2023,567645.0
698,Kasey Aldridge,Gloucestershire v Somerset,23/06/2023,1173045.0
699,JC Tongue,Warwickshire v Worcestershire,23/06/2023,857975.0
700,PR Brown,Warwickshire v Worcestershire,23/06/2023,891517.0
701,OP Stone,Nottinghamshire v Warwickshire,30/06/2023,457279.0
702,BJ Currie,Sussex v Gloucestershire,01/07/2023,1000791.0
703,Z Khan,Derbyshire v Worcestershire,02/07/2023,30102.0
704,ER Bamber,Glamorgan v Middlesex,02/07/2023,888191.0
705,TR Bevan,Glamorgan v Middlesex,02/07/2023,1104894.0
706,RI Walker,Nottinghamshire v Leicestershire,02/07/2023,1046777.0
707,OH Dalby,Warwickshire v Durham,02/07/2023,297483
708,JJ Bushnell,Warwickshire v Durham,02/07/2023,1185530.0
709,GS Drissell,Warwickshire v Durham,02/07/2023,1012835.0
710,HZ Finch,Somerset v Kent,02/07/2023,512627.0
711,A Beard,Warwickshire v Essex,06/07/2023,
712,A Yamin,,27/01/2022,
713,Sohaib Maqsood,,27/01/2022,43266.0
714,Y Khan,,28/01/2022,
715,Hussain Talat,,28/01/2022,628240.0
716,SE Rutherford,,28/01/2022,914541.0
717,Abdullah Shafique,,29/01/2022,922941.0
718,K Ghulam,,29/01/2022,
719,Mohammad Hafeez,,29/01/2022,41434.0
720,B Dunk,,29/01/2022,
721,RA Khan,,29/01/2022,
722,M Taha,,29/01/2022,
723,M Ilyas,,29/01/2022,
724,B Cutting,,30/01/2022,
725,Sahibzada Farhan,,30/01/2022,647785.0
726,U Asif,,30/01/2022,
727,A Qureshi,,31/01/2022,
728,James Faulkner,,31/01/2022,270484.0
729,Sohail Tanvir,,31/01/2022,43265.0
730,Faheem Ashraf,,01/02/2022,681117.0
731,M Khan,,01/02/2022,
732,H Zazai,,02/02/2022,
733,Kamran Akmal,,02/02/2022,41028.0
734,U Qadir,,02/02/2022,
735,Arish Ali Khan,,02/02/2022,
736,Abdul Bangalzai,,03/02/2022,1199393.0
737,Shahid Afridi,,03/02/2022,1380679.0
738,Shahid Afridi,,03/02/2022,42639.0
739,M Umar,,05/02/2022,
740,U Khan Shinwari,,06/02/2022,
741,A Afridi,,10/02/2022,
742,B Muzarabani,,11/02/2022,827051.0
743,S Dahani,,11/02/2022,
744,M Akhlaq,,12/02/2022,
745,Umar Akmal,,12/02/2022,317273.0
746,MH Khan,,13/02/2022,
747,Qasim Akram,,14/02/2022,1185475.0
748,Khurram Shahzad,,15/02/2022,1093668.0
749,Khurram Shahzad,,15/02/2022,681351.0
750,Khurram Shahzad,,15/02/2022,1159495.0
